"title","document_type","eli5","keywords","url"
"Fact Sheet: President Donald J. Trump Is Protecting Americans' Second Amendment Rights","Fact Sheet","President Trump made a new rule to help people keep their guns because he thinks it is an important right. He wants to change the rules that make it harder for law-abiding people to own guns.","Executive Order; Second Amendment; Gun Rights; Firearms Policy; Trump Administration; Biden Administration; ATF; Federal Firearms Licensees; UN Arms Trade Treaty","https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-is-protecting-americans-second-amendment-rights/"
"Fact Sheet: President Donald J. Trump Launches Massive 10-to-1 Deregulation Initiative","Fact Sheet","President Trump signed a paper saying that when a new rule is made, ten old rules have to go away. This is to help things get cheaper and easier for everyone.","Deregulation; Executive Order; President Donald Trump; Federal Regulations; Cost Reduction; Economic Growth; Entrepreneurship; Biden Administration","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-launches-massive-10-to-1-deregulation-initiative/"
"Fact Sheet: President Donald J. Trump Launches PCAST to Restore American Leadership in Science and Technology","Fact Sheet","President Trump is bringing together smart people to help America stay the best at science and technology. This group will give advice to make sure we do the best science and come up with cool new technologies, like robots and special computers.","President Trump; PCAST; Science and Technology; Innovation; Emerging Technologies; American Leadership; AI and Crypto","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-launches-pcast-to-restore-american-leadership-in-science-and-technology/"
"Fact Sheet: President Donald J. Trump Orders Declassification of JFK, RFK, and MLK Assassination Files – The White House","Fact Sheet","President Trump signed a paper to share secret files about the deaths of important people, like President Kennedy, because he thinks it's time people know the truth.","Trump; Executive Order; Declassification; JFK Assassination; RFK Assassination; MLK Assassination; Transparency; Historical Records","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-orders-declassification-of-jfk-rfk-and-mlk-assassination-files/"
"Fact Sheet: President Donald J. Trump Orders Plan for a United States Sovereign Wealth Fund","Fact Sheet","President Trump wants to make a big savings fund for the U.S., called a Sovereign Wealth Fund, to help the country have more money for the future. This way, they can invest smartly and use the money for important projects, just like when people save their money for a rainy day.","Donald Trump; Sovereign Wealth Fund; Economic Policy; United States; Fiscal Sustainability; Investment; National Assets","https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-orders-plan-for-a-united-states-sovereign-wealth-fund/"
"President Trump's America First Priorities","Fact Sheet","President Trump made a new rule to make sure everyone in the government's jobs and contracts gets treated fairly based on how hard they work, not traits like their race or gender. He wants everyone to have the same chance to succeed by doing their best.","Trump; Executive Order; Civil Rights; DEI; Federal Contracting; Merit-Based; Discrimination; Equal Opportunity","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-protects-civil-rights-and-merit-based-opportunity-by-ending-illegal-dei/"
"Fact Sheet: President Donald J. Trump Protects the States and the American People by Closing the Border to Illegals via Proclamation – The White House","Fact Sheet","President Trump made a rule to stop people from coming into the U.S. without permission, especially from the southern border, because he says it costs the country money and creates problems. He told government workers to make sure these people are sent back if they try to come in.","Donald Trump; Executive Order; illegal immigration; southern border; Article IV; Immigration; Nationality Act; 2025","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-protects-the-states-and-the-american-people-by-closing-the-border-to-illegals-via-proclamation/"
"Fact Sheet: President Donald J. Trump Re-designates the Houthis as a Foreign Terrorist Organization","Fact Sheet","President Trump wants to call the Houthis in Yemen ""bad guys"" again and stop them from hurting people and ships near the water.","Trump; Houthis; Foreign Terrorist Organization; Executive Order; USAID; Yemen; Biden Administration","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-re-designates-the-houthis-as-a-foreign-terrorist-organization/"
"Fact Sheet: President Donald J. Trump Reinstates Service Members Discharged for Refusing the COVID Vaccine","Fact Sheet","President Trump decided to give jobs back to military people who were let go because they didn't take a COVID shot. He's also making sure they get their pay and benefits back.","Donald Trump; Executive Order; military reinstatement; COVID vaccine; Biden Administration; service members; back pay; recruitment","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-reinstates-service-members-discharged-for-refusing-the-covid-vaccine/"
"Fact Sheet: President Donald J. Trump Restores Maximum Pressure on Iran","Fact Sheet","The President made new rules to stop Iran from building dangerous weapons and causing trouble. Special people will make sure Iran can't sell stuff to other countries or support bad groups, keeping everyone safe.","Trump; Iran; National Security Presidential Memorandum; sanctions; nuclear weapons; terrorism; economic pressure; international relations","https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-restores-maximum-pressure-on-iran/"
"Fact Sheet: President Donald J. Trump Restores Merit and Lethality to America's Armed Forces","Fact Sheet","President Trump made new rules for the military to focus on picking the best people no matter their race or gender. He wants the military to be strong and ready to win wars, not to focus on issues like being ""woke"".","Trump; Armed Forces; Executive Order; Merit; Lethality; Diversity; Equity; Inclusion; Military; Discrimination; Recruitment","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-restores-merit-and-lethality-to-americas-armed-forces/"
"Fact Sheet: President Donald J. Trump Takes Action to Enhance America’s AI Leadership – The White House","Fact Sheet","President Trump changed some rules to make it easier for America to keep making cool and smart robots. He thinks that this will help the country be the best at inventing new technology.","AI Leadership; Executive Order; Trump Administration; Biden Administration; AI Innovation; Government Regulation; National Security; Technology; Free Speech; Economic Competitiveness","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-takes-action-to-enhance-americas-ai-leadership/"
"Fact Sheet: President Donald J. Trump Takes Forceful and Unprecedented Steps to Combat Anti-Semitism","Fact Sheet","President Trump made new rules to protect Jewish people in the U.S. by stopping bad behavior against them in schools and public places. He also wants to make sure people who broke these rules are punished, including asking some students to leave the country if they support bad activities.","Trump; Executive Order; Anti-Semitism; Jewish Americans; Civil Rights; Department of Justice; Hamas; Deportation; Visas; Israel; Abraham Accords","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-takes-forceful-and-unprecedented-steps-to-combat-anti-semitism/"
"Fact Sheet: President Donald J. Trump Withdraws from Anti-American UN Organizations – The White House","Fact Sheet","**ELI5**

President Trump told the United Nations he doesn't want to be part of certain groups because he thinks they're being unfair and aren't helping the world like they should. He also decided not to give them any more money.","Donald Trump; UN Withdrawal; UNHRC; UNRWA; Executive Order; Human Rights; Foreign Policy; UNESCO","https://www.whitehouse.gov/fact-sheets/2025/02/fact-sheet-president-donald-j-trump-withdraws-from-anti-american-un-organizations/"
"Fact Sheets Archives","Fact Sheet","This text talks about a list of actions President Trump announced in early 2025, like making new rules to help others, putting more taxes on things from other countries, and protecting America.","White House; Fact Sheets; Donald Trump; Presidential Actions; Iran; Tariffs; Education; Anti-Semitism; Military Readiness; Economic Policy","https://www.whitehouse.gov/fact-sheets/"
"Federal Recognition of the Lumbee Tribe of North Carolina – The White House","Presidential Memorandum","The president wrote a message saying the Lumbee Tribe in North Carolina should be officially recognized by the U.S. Government so they can get special benefits. The Secretary of the Interior needs to figure out how to make this happen.","Lumbee Tribe; Federal Recognition; North Carolina; Secretary of the Interior; Federal Benefits; Native American Tribes","https://www.whitehouse.gov/presidential-actions/2025/01/federal-recognition-of-the-lumbee-tribe-of-north-carolina/"
"First Lady Melania Trump's Official Portrait – The White House","Fact Sheet","**Melania Trump had her picture taken in a special room at the White House by a well-known photographer. This picture is important because it shows her as First Lady.**","Melania Trump; Official portrait; Régine Mahaux; First Lady; Yellow Oval Room; White House","https://www.whitehouse.gov/briefings-statements/2025/01/first-lady-melania-trumps-official-portrait/"
"Flying The Flag Of The United States At Full-Staff On Inauguration Day – The White House","Proclamation","The President said that on the day a new President starts their job, they want all the American flags to fly at the top of the pole to show respect. Then, at the end of the day, they want the flags to be lowered to remember an important person who passed away.","Proclamation; Inauguration Day; United States flag; Full-staff; White House; James Earl Carter Jr.; Flag protocol; Presidential honors","https://www.whitehouse.gov/presidential-actions/2025/01/flying-the-flag-of-the-united-states-at-full-staff-on-inauguration-day/"
"Granting Pardons And Commutation Of Sentences For Certain Offenses Relating To The Events At Or Near The United States Capitol On January 6, 2021 – The White House","Proclamation","The President decided to forgive and free some people who got in trouble because of what happened at the Capitol in 2021. This helps people get along better.","pardon; commutation; January 6; Capitol; sentences; justice; reconciliation","https://www.whitehouse.gov/presidential-actions/2025/01/granting-pardons-and-commutation-of-sentences-for-certain-offenses-relating-to-the-events-at-or-near-the-united-states-capitol-on-january-6-2021/"
"Guaranteeing The States Protection Against Invasion – The White House","Proclamation","The President has said too many people are coming into the country unofficially at the southern border, like an invasion, and has decided to stop them from coming in until this problem is fixed for everyone's safety.","Presidential Proclamation; Southern Border; Invasion; Immigration and Nationality Act; Executive Authority","https://www.whitehouse.gov/presidential-actions/2025/01/guaranteeing-the-states-protection-against-invasion/"
"Gulf of America Day, 2025","Proclamation","President Trump decided to change the name of the Gulf of Mexico to the Gulf of America. He says it is important to Americans and asked everyone in the country to celebrate this change every year on February 9th by doing fun activities about it.","Gulf of America; Donald J. Trump; proclamation; Executive Order 14172; renaming; national pride; February 9, 2025","https://www.whitehouse.gov/presidential-actions/2025/02/gulf-of-america-day-2025/"
"Hiring Freeze – The White House","Presidential Memorandum","The President said that, as of January 20, 2025, the government shouldn't hire any new people for regular jobs, except for certain important jobs like in the military and safety. They have 90 days to make a plan for making the government smaller and better.","Presidential Memorandum; hiring freeze; Federal civilian employees; executive branch; Office of Management and Budget; Office of Personnel Management; United States Digital Service; Internal Revenue Service","https://www.whitehouse.gov/presidential-actions/2025/01/hiring-freeze/"
"Holding Former Government Officials Accountable For Election Interference And Improper Disclosure Of Sensitive Governmental Information – The White House","Executive Order","The President made a rule to take away special clearances from some old government officials because they used their information for politics and money, which was wrong.","Executive Order; Election Interference; Security Clearances; Intelligence Community; Joseph R. Biden; John R. Bolton; Classified Information","https://www.whitehouse.gov/presidential-actions/2025/01/holding-former-government-officials-accountablefor-election-interference-and-improper-disclosure-of-sensitive-governmental-information/"
"Immediate Assessment of Aviation Safety","Presidential Memorandum","A plane and a helicopter crashed near an airport. The President wants to check if the right people were hired for safety jobs because of changes made before that might have made flying more dangerous.","Aviation Safety; FAA; Merit-Based Hiring; Diversity Equity and Inclusion; Presidential Memorandum; Aviation Accident","https://www.whitehouse.gov/presidential-actions/2025/01/immediate-assessment-of-aviation-safety/"
"Imposing Duties to Address the Flow of Illicit Drugs Across Our Northern Border – The White House","Executive Order","President Trump decided to make things Canada sells to us more expensive to push Canada to help stop bad drugs from coming into our country through their borders. He wants to keep everyone safer.","Donald Trump; U.S. Canada relations; drug trafficking; northern border; tariffs; Illicit drugs; Public health crisis; Executive order; Fentanyl; National security","https://www.whitehouse.gov/presidential-actions/2025/02/imposing-duties-to-address-the-flow-of-illicit-drugs-across-our-national-border/"
"Imposing Duties to Address the Situation at Our Southern Border","Executive Order","# ELI5

The President of the United States wants to charge extra money on goods from Mexico because too many people and things like drugs are coming into the United States from there. This is to make sure Mexico helps stop it.","Donald Trump; tariffs; Mexico; border security; drug trafficking; illegal immigration; national emergency","https://www.whitehouse.gov/presidential-actions/2025/02/imposing-duties-to-address-the-situation-at-our-southern-border/"
"Imposing Duties to Address the Synthetic Opioid Supply Chain in the People's Republic of China – The White House","Executive Order","President Trump decided to add extra taxes to things we buy from China to try and stop drugs like opioids from coming into America. These drugs hurt a lot of people, and he wants China to help stop it.","Synthetic opioids; Donald J. Trump; National emergency; China; Fentanyl; Tariffs; Public health; IEEPA; Transnational crime","https://www.whitehouse.gov/presidential-actions/2025/02/imposing-duties-to-address-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of-china/"
"Imposing Sanctions on the International Criminal Court","Presidential Action","The U.S. President put rules in place to stop people from the International Criminal Court from going after American and Israeli people unfairly. If they try, the rules allow the U.S. to block their money and stop them from visiting the United States.","ICC; sanctions; United States; Israel; national security; Donald J. Trump; Rome Statute; jurisdiction; national emergency","https://www.whitehouse.gov/presidential-actions/2025/02/imposing-sanctions-on-the-international-criminal-court/"
"Fact Sheet: President Donald J. Trump Protects the States and the American People by Closing the Border to Illegals via Proclamation – The White House","Fact Sheet","President Trump made a rule to stop people from coming into the U.S. without permission, especially from the southern border, because he says it costs the country money and creates problems. He told government workers to make sure these people are sent back if they try to come in.","Donald Trump; Executive Order; illegal immigration; southern border; Article IV; Immigration; Nationality Act; 2025","https://www.whitehouse.gov/fact-sheets/2025/01/fact-sheet-president-donald-j-trump-protects-the-states-and-the-american-people-by-closing-the-border-to-illegals-via-proclamation/"
"Initial Rescissions Of Harmful Executive Orders And Actions – The White House","Executive Order","The President decided to cancel a bunch of rules from the last President because they think those rules were not helping America. Instead, they want everyone to work together and be fair to make things better.","Executive Order; Rescission; Diversity, Equity, and Inclusion; Climate Regulation; Immigration; Federal Government","https://www.whitehouse.gov/presidential-actions/2025/01/initial-rescissions-of-harmful-executive-orders-and-actions/"
"The Trump-Vance Administration Priorities","Presidential Action","The Trump-Vance team wants to make the country safer by stopping people who shouldn't come in and by keeping bad groups away. They also want more American energy, less expensive things, and to set clear rules about boys and girls.","Trump-Vance Administration; border security; energy independence; government reform; American values; immigration policy; environmental policy","https://www.whitehouse.gov/issues/"
"Vice President JD Vance","Fact Sheet","**JD Vance** grew up in Ohio and had a tough time with money and family. He worked hard and is now the Vice President, helping people in America have better lives.","JD Vance; Vice President; United States; Middletown, Ohio; Marine Corps; Yale Law School; Hillbilly Elegy; U.S. Senate; Donald Trump; Republican Party","https://www.whitehouse.gov/administration/jd-vance/"
"Keeping Americans Safe in Aviation – The White House","Presidential Action","The president wants people who work at keeping airplanes safe to be chosen because they're best at the job, not because of things like what they look like or if they have a disability.","FAA; Aviation Safety; Merit-based Hiring; Diversity, Equity, and Inclusion; Federal Aviation Administration","https://www.whitehouse.gov/presidential-actions/2025/01/keeping-americans-safe-in-aviation/"
"Keeping Men Out of Women's Sports","Executive Order","This new rule says men can't play in women's sports because it's not fair to the girls and women who play. It wants to make sure girls have a safe and fair chance to play sports just with other girls.","Women's Sports; Title IX; Federal Funding; Fairness; Safety; Athletic Opportunities; Biological Truth; Gender Identity; Executive Order","https://www.whitehouse.gov/presidential-actions/2025/02/keeping-men-out-of-womens-sports/"
"Limiting Lame-Duck Collective Bargaining Agreements That Improperly Attempt to Constrain the New President – The White House","Presidential Memorandum","The President made a rule saying the old President's team can't make important agreements right before leaving that the new President has to follow. This is to make sure the new President can do their job without being stuck with the old President's choices.","Collective Bargaining Agreements; Lame-Duck Policies; Presidential Memorandum; Federal Employees; Executive Branch Management; Policy Transition","https://www.whitehouse.gov/uncategorized/2025/01/limiting-lame-duck-collective-bargaining-agreements-that-improperly-attempt-to-constrain-the-new-president/"
"First Lady Melania Trump","Fact Sheet","Melania Trump used to live in a big house called the White House and worked to help kids be happier and healthier. She also made a book that a lot of people read.","Melania Trump; First Lady; BE BEST; foster care scholarships; modeling career; naturalized citizen","https://www.whitehouse.gov/administration/melania-trump/"
"Memorandum for the Heads of Executive Departments and Agencies","Presidential Memorandum","The U.S. President told government leaders to double-check where they give money to certain groups to make sure these groups are not doing things that might hurt the country.","United States; Nongovernmental Organizations; funding; national interest; security; prosperity; safety","https://www.whitehouse.gov/presidential-actions/2025/02/memorandum-for-the-heads-of-executive-departments-and-agencies/"
"Memorandum for the Secretary of State, the Secretary of Defense, the Secretary of Health and Human Services, the Administrator of the United States for International Development – The White House","Presidential Memorandum","The President made a new rule about how the U.S. can spend money on helping people around the world with health. This rule says that U.S. money can't go to groups that do certain kinds of abortions or force people to stop having babies.","Presidential Memorandum; Mexico City Policy; Global Health Assistance; Abortion; U.S. Foreign Policy","https://www.whitehouse.gov/presidential-actions/2025/01/memorandum-for-the-secretary-of-state-the-secretary-of-defense-the-secretary-of-health-and-human-services-the-administrator-of-the-united-states-for-international-development/"
"Error 404
		","Fact Sheet","The web page you tried to open isn't there anymore, like when you look in a book and find an empty page. But don't worry! You can still go back to the main page with a click.","404 error; Page Not Found; website navigation; link; homepage",""
"Memorandum to Resolve the Backlog of Security Clearances for Executive Office of the President Personnel – The White House","Presidential Memorandum","The President made a rule to help some staff quickly start their jobs at the White House by giving them temporary permission to see secret things, until the paperwork gets sorted out.","security clearances; Executive Office; White House; President; backlog; interim clearances; access; bureaucratic process; 2025","https://www.whitehouse.gov/presidential-actions/2025/01/memorandum-to-resolve-the-backlog-of-security-clearances-for-executive-office-of-the-president-personnel/"
"National Black History Month, 2025 – The White House","Proclamation","## ELI5

The President said that February is a special month to remember what important things black people have done for the country. He asked everyone to celebrate this by having special events at schools, libraries, and other places.","National Black History Month; Donald J. Trump; American history; cultural contributions; equality","https://www.whitehouse.gov/uncategorized/2025/01/national-black-history-month-2025/"
"National Security Presidential Memorandum/NSPM-2","Presidential Memorandum","The President wants to make sure Iran doesn't do any dangerous things, like get a nuclear bomb, by using lots of rules and working with other countries to stop them.","Iran; Nuclear weapons; Sanctions; Terrorism; National security; Commerce; Diplomacy; International relations","https://www.whitehouse.gov/presidential-actions/2025/02/national-security-presidential-memorandum-nspm-2/"
"News","Presidential Action","This webpage tells us about what the President and his team have been doing lately, like making rules to keep kids safe and helping soldiers get their jobs back. They also talk to other leaders from around the world, like from India.","White House; Presidential Actions; Press Briefing; Military; COVID-19; National Security; Child Protection; International Relations; Public Statement; Melania Trump","https://www.whitehouse.gov/news/"
"Nominations Transmitted to the Senate – The White House","Presidential Action","The President picked new people to lead different parts of the government, like helping farmers and making sure cars and planes work right. These choices need to be approved by the Senate.","Presidential Nominations; U.S. Senate; Government Appointments; Agriculture; Transportation; Small Business; Energy","https://www.whitehouse.gov/presidential-actions/2025/01/nominations-transmitted-to-the-senate/"
"OMB Memo M-25-11 – The White House","Presidential Memorandum","The government decided to stop spending money on energy projects that don't fit their new plan and told people in charge of departments to check with them first before continuing any spending.","Executive Order; Unleashing American Energy; Inflation Reduction Act; Infrastructure Investment and Jobs Act; Green New Deal; fund disbursement; Office of Management and Budget","https://www.whitehouse.gov/briefings-statements/2025/01/omb-memo-m-25-11/"
"OMB Q&A Regarding Memorandum M-25-13 – The White House","Presidential Memorandum","The government is taking a short break to check that the money they spend follows the new rules set by the President. But don’t worry, this break doesn’t stop important help like your school meals or health checks.","Executive Orders; OMB; federal assistance; pause; aid programs; financial guidance; Trump Administration; direct benefits; policy alignment","https://www.whitehouse.gov/fact-sheets/2025/01/omb-q-a-regarding-memorandum-m-25-13/"
"Organization of the National Security Council and Subcommittees","Presidential Memorandum","This document is a set of instructions from the President about how important groups in charge of keeping America safe should be organized and work together. It tells who's in charge, who can go to meetings, and how they decide what to do.","National Security Council; Principals Committee; Deputies Committee; Policy Coordination Committees; Homeland Security; Presidential Memorandum; National Security; Interagency Coordination; Government Structure","https://www.whitehouse.gov/presidential-actions/2025/01/organization-of-the-national-security-council-and-subcommittees/"
"President Donald J. Trump Signed S.5 into Law – The White House","Presidential Action","The President made a new rule which says that if someone who is not from our country is charged with stealing, they have to be taken care of by a special security team.","Donald J. Trump; S.5; Laken Riley Act; Homeland Security; aliens; theft; immigration enforcement; January 29, 2025","https://www.whitehouse.gov/presidential-actions/2025/01/president-donald-j-trump-signed-s-5-into-law/"
"President Trump Announces Appointments to the White House Faith Office","Presidential Action","President Trump picked some people to help him talk to religious groups and do good things for them. One of them is Pastor Paula who's been helping him before. Another helper is Jennifer, who's good at working with different communities, and Jackson, who helped during a recent election campaign.","Donald Trump; Paula White-Cain; White House Faith Office; Jennifer S. Korn; Jackson Lane; appointments; faith engagement; administration","https://www.whitehouse.gov/presidential-actions/2025/02/president-trump-announces-appointments-to-the-white-house-faith-office/"
"President Trump Announces Appointments to the White House Offices of Communications, Public Liaison, and Cabinet Affairs","Press Release","President Trump picked some new people to help him talk to the public and work with other leaders. They will help make sure everyone knows what's happening and that the right people are doing the right jobs.","President Trump; White House; Appointments; Communications; Public Liaison; Cabinet Affairs; Taylor Budowich; Executive Office","https://www.whitehouse.gov/briefings-statements/2025/01/president-trump-announces-appointments-to-the-white-house-offices-of-communications-public-liaison-and-cabinet-affairs/"
"President Trump Announces Presidential Delegation to attend the Commemoration of the 80th Anniversary of the Liberation of Auschwitz-Birkenau in Oświęcim, Poland","Press Release","President Trump is sending a group of important people to Poland to remember a very sad event that happened a long time ago, when many people were freed from a place called Auschwitz.","President Donald J. Trump; Presidential Delegation; Liberation of Auschwitz-Birkenau; Oświęcim, Poland; Holocaust Remembrance; Steve Witkoff; Howard Lutnick","https://www.whitehouse.gov/briefings-statements/2025/01/president-trump-announces-presidential-delegation-to-attend-the-commemoration-of-the-80th-anniversary-of-the-liberation-of-auschwitz-birkenau-in-oswiecim-poland/"
"President Trump is Delivering on His Commitment to Protect our Kids – The White House","Presidential Action","President Trump made a rule to stop doctors from giving kids special medicines or surgeries that change their bodies. Some hospitals are stopping these treatments because of this rule.","President Trump; executive action; gender-affirming care; children; hospitals; surgery; medication; 2025; healthcare","https://www.whitehouse.gov/uncategorized/2025/02/president-trump-is-delivering-on-his-commitment-to-protect-our-kids/"
"President Trump's America First Priorities","Presidential Action","President Trump wants to make America safe and affordable by protecting the borders, changing energy rules, and improving the government to help Americans better.
","President Trump; America First; border security; energy policy; government reform; American values","https://www.whitehouse.gov/briefings-statements/2025/01/president-trumps-america-first-priorities/"
"Presidential Actions Archives","Presidential Action","The President made several important decisions in February 2025. Some involve making sports fairer for women, managing drugs coming from the border, and focusing on education and heart health across the country.","Presidential Actions; Women's Sports; United Nations; Sovereign Wealth Fund; Illicit Drugs; Synthetic Opioids; Career and Technical Education; American Heart Month","https://www.whitehouse.gov/presidential-actions/"
"Presidential Message on Super Bowl LIX","Presidential Action","**The President talked about the Super Bowl where two teams play to win a big game. He hopes everyone enjoys it and remembers people who were hurt during a sad event.**","Super Bowl LIX; Presidential Message; Kansas City Chiefs; Philadelphia Eagles; Vince Lombardi Trophy; American Dream; National Unity; Caesars Superdome; Bourbon Street Attack","https://www.whitehouse.gov/briefings-statements/2025/02/presidential-message-on-super-bowl-lix/"
"Presidential Message on the Lunar New Year, 2025","Presidential Action","The President and First Lady are wishing everyone celebrating the Lunar New Year a happy time. They hope that the new year, which is the Year of the Snake, will bring everyone lots of good things like happiness and success.","Lunar New Year; Asian-American community; Year of the Snake; wisdom; spirituality; good fortune; peace; happiness; success; America’s golden age","https://www.whitehouse.gov/briefings-statements/2025/01/presidential-message-on-the-lunar-new-year-2025/"
"President's Council of Advisors on Science and Technology – The White House","Executive Order","The President decided to bring together really smart people to help the U.S. be the best at new technology like AI and big computers. They will meet often to give advice and share new ideas.","PCAST; science and technology; innovation; advisory council; AI; quantum computing; biotechnology; Executive Order","https://www.whitehouse.gov/presidential-actions/2025/01/presidents-council-of-advisors-on-science-and-technology/"
"Press Briefing by Press Secretary Karoline Leavitt – The White House","Press Release","Karoline Leavitt gave an update about President Trump's work. He's making big changes to how people come to the US and how the government works. They're also talking to more news people to let everyone know what's going on.","Trump; immigration; Cabinet nominees; economic policies; new media; deportation; energy; federal funding; transparency","https://www.whitehouse.gov/briefings-statements/2025/01/press-briefing-by-press-secretary-karoline-leavitt/"
"Press Gaggle by President Trump Aboard Air Force One En Route to Miami, Florida – The White House","Press Release","President Trump talked to reporters on his plane about fixing big problems like TikTok, foreign countries, and airplane decorations while heading to Miami. He wants to make America better by changing some rules and helping with important issues around the world.","President Trump; Air Force One; Inspectors general; TikTok; Ukraine; Foreign aid; NATO; Artificial intelligence; Greenland; Diego Garcia; Press Gaggle","https://www.whitehouse.gov/remarks/2025/01/press-gaggle-by-president-trump-aboard-air-force-one-en-route-to-miami-florida/"
"Prioritizing Military Excellence and Readiness – The White House","Executive Order","The President said that the military should focus on being really good at defending us and not worry about people's gender identities. They want to make sure everyone in the military is really healthy and ready, without needing special medical treatments.
","military readiness; gender identity; transgender policy; Department of Defense; executive order; military standards; national security","https://www.whitehouse.gov/presidential-actions/2025/01/prioritizing-military-excellence-and-readiness-2/"
"Prioritizing Military Excellence and Readiness","Executive Order","The President said that the military should focus on being really good at defending us and not worry about people's gender identities. They want to make sure everyone in the military is really healthy and ready, without needing special medical treatments.
","military readiness; gender identity; transgender policy; Department of Defense; executive order; military standards; national security","https://www.whitehouse.gov/presidential-actions/2025/01/prioritizing-military-excellence-and-readiness/"
"Privacy – The White House","Fact Sheet","The White House has rules on how they protect your information when you visit their website. They collect some info to help improve the site and keep it safe. They promise not to share it with strangers and to keep kids' information extra safe.","Privacy Policy; White House; Data Collection; Information Sharing; Security; Cookies; Third-Party Tools; Data Retention; Children's Privacy","https://www.whitehouse.gov/privacy/"
"Progress on the Situation at Our Northern Border","Presidential Action","The President decided to put extra charges on things we get from Canada because they weren't stopping bad things like drugs coming to the U.S. But now, Canada is trying to help, so these charges are on hold until the President's team sees if things improve by next month.","US-Canada relations; tariffs; drug trafficking; national security; International Emergency Economic Powers Act; illegal migration","https://www.whitehouse.gov/presidential-actions/2025/02/progress-on-the-situation-at-our-northern-border/"
"Progress on the Situation at Our Southern Border","Presidential Action","The President decided to place extra taxes on things coming from Mexico because they're not doing enough to stop bad people and drugs from coming into the U.S. But because Mexico is trying to fix things, the President paused these extra taxes to see if the situation gets better.","Presidential Actions; Mexico; Southern Border; Tariffs; Illegal Migration; Drug Trafficking; IEEPA; National Security","https://www.whitehouse.gov/presidential-actions/2025/02/progress-on-the-situation-at-our-southern-border/"
"Promoting Beautiful Federal Civic Architecture – The White House","Presidential Memorandum","The President wants future government buildings to look nice and have a traditional style. The Admin who plans these buildings must get advice on how to do this and make sure people in the community can share their opinions.","Federal Architecture; GSA; Traditional Architecture; Civic Design; Community Input","https://www.whitehouse.gov/presidential-actions/2025/01/promoting-beautiful-federal-civic-architecture/"
"Protecting Children from Chemical and Surgical Mutilation – The White House","Executive Order","The President made a new rule that stops doctors from giving kids medicine or surgeries to change their bodies if they don't feel like their birth gender. This rule says the government won't pay for those changes anymore.","Executive Order; child protection; gender transition; healthcare; federal funding; regulations; insurance policies","https://www.whitehouse.gov/presidential-actions/2025/01/protecting-children-from-chemical-and-surgical-mutilation/"
"Protecting Second Amendment Rights","Executive Order","The President wants to make sure that everyone in the country can still have their gun rights, like the Constitution says. So, the President asked a special helper, called the Attorney General, to check all the rules about guns from the past few years and make a plan to keep those rights safe.","President; Second Amendment; Attorney General; Firearms; Regulations; Executive Order; Gun Rights; Policy Review","https://www.whitehouse.gov/presidential-actions/2025/02/protecting-second-amendment-rights-7b90/"
"Protecting Second Amendment Rights","Executive Order","The President wants to make sure that everyone in the country can still have their gun rights, like the Constitution says. So, the President asked a special helper, called the Attorney General, to check all the rules about guns from the past few years and make a plan to keep those rights safe.","President; Second Amendment; Attorney General; Firearms; Regulations; Executive Order; Gun Rights; Policy Review","https://www.whitehouse.gov/presidential-actions/2025/02/protecting-second-amendment-rights/"
"Protecting The American People Against Invasion – The White House","Executive Order","The President made some new rules to make sure people coming into the country without permission are stopped or sent back, and that the laws are followed very closely. They're making sure everyone who helps with this will work together well.","immigration; national security; federal enforcement; illegal aliens; homeland security","https://www.whitehouse.gov/presidential-actions/2025/01/protecting-the-american-people-against-invasion/"
"Protecting The Meaning And Value Of American Citizenship – The White House","Executive Order","This document from the President says that not all babies born in the U.S. can become citizens automatically. If the baby's parents are not legally living in the U.S. or are only here temporarily, the baby might not get U.S. citizenship.","birthright citizenship; Fourteenth Amendment; U.S. citizenship; executive order; immigration; jurisdiction; lawful permanent resident; legal status; United States","https://www.whitehouse.gov/presidential-actions/2025/01/protecting-the-meaning-and-value-of-american-citizenship/"
